entrez	ensgene	symbol	chr	start	end	strand	biotype	description
222950	ENSG00000166924	NYAP1	7	100081550	100092422	1	protein_coding	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1 [Source:HGNC Symbol;Acc:22009]
81628	ENSG00000166925	TSC22D4	7	100060982	100076902	-1	protein_coding	TSC22 domain family, member 4 [Source:HGNC Symbol;Acc:21696]
245802	ENSG00000166926	MS4A6E	11	60102304	60164069	1	protein_coding	membrane-spanning 4-domains, subfamily A, member 6E [Source:HGNC Symbol;Acc:14285]
58475	ENSG00000166927	MS4A7	11	60145955	60163424	1	protein_coding	membrane-spanning 4-domains, subfamily A, member 7 [Source:HGNC Symbol;Acc:13378]
84689	ENSG00000166928	MS4A14	11	60146003	60185161	1	protein_coding	membrane-spanning 4-domains, subfamily A, member 14 [Source:HGNC Symbol;Acc:30706]
64232	ENSG00000166930	MS4A5	11	60197062	60222687	1	protein_coding	membrane-spanning 4-domains, subfamily A, member 5 [Source:HGNC Symbol;Acc:13374]
115752	ENSG00000166938	DIS3L	15	66585555	66626236	1	protein_coding	DIS3 mitotic control homolog (S. cerevisiae)-like [Source:HGNC Symbol;Acc:28698]
23582	ENSG00000166946	CCNDBP1	15	43477316	43487396	1	protein_coding	cyclin D-type binding-protein 1 [Source:HGNC Symbol;Acc:1587]
2038	ENSG00000166947	EPB42	15	43398423	43513481	-1	protein_coding	erythrocyte membrane protein band 4.2 [Source:HGNC Symbol;Acc:3381]
343641	ENSG00000166948	TGM6	20	2361554	2413399	1	protein_coding	transglutaminase 6 [Source:HGNC Symbol;Acc:16255]
4088	ENSG00000166949	SMAD3	15	67356101	67487533	1	protein_coding	SMAD family member 3 [Source:HGNC Symbol;Acc:6769]
83661	ENSG00000166959	MS4A8	11	60467047	60483284	1	protein_coding	membrane-spanning 4-domains, subfamily A, member 8 [Source:HGNC Symbol;Acc:13380]
374864	ENSG00000166960	CCDC178	18	30517366	31021065	-1	protein_coding	coiled-coil domain containing 178 [Source:HGNC Symbol;Acc:29588]
219995	ENSG00000166961	MS4A15	11	60524426	60544205	1	protein_coding	membrane-spanning 4-domains, subfamily A, member 15 [Source:HGNC Symbol;Acc:28573]
4130	ENSG00000166963	MAP1A	15	43803156	43823818	1	protein_coding	microtubule-associated protein 1A [Source:HGNC Symbol;Acc:6835]
91433	ENSG00000166965	RCCD1	15	91498100	91506349	1	protein_coding	RCC1 domain containing 1 [Source:HGNC Symbol;Acc:30457]
64400	ENSG00000166971	AKTIP	16	53524952	53538323	-1	protein_coding	AKT interacting protein [Source:HGNC Symbol;Acc:16710]
10982	ENSG00000166974	MAPRE2	18	32556892	32723434	1	protein_coding	microtubule-associated protein, RP/EB family, member 2 [Source:HGNC Symbol;Acc:6891]
59271	ENSG00000166979	EVA1C	21	33784314	33887707	1	protein_coding	eva-1 homolog C (C. elegans) [Source:HGNC Symbol;Acc:13239]
401285	ENSG00000166984	TCP10L2	6	167559902	167610401	1	protein_coding	t-complex 10-like 2 [Source:HGNC Symbol;Acc:21254]
6953	ENSG00000166984	TCP10L2	6	167559902	167610401	1	protein_coding	t-complex 10-like 2 [Source:HGNC Symbol;Acc:21254]
4141	ENSG00000166986	MARS	12	57869228	57911352	1	protein_coding	methionyl-tRNA synthetase [Source:HGNC Symbol;Acc:6898]
114785	ENSG00000166987	MBD6	12	57914493	57923931	1	protein_coding	methyl-CpG binding domain protein 6 [Source:HGNC Symbol;Acc:20445]
245812	ENSG00000166997	CNPY4	7	99717236	99723134	1	protein_coding	canopy FGF signaling regulator 4 [Source:HGNC Symbol;Acc:28631]
2923	ENSG00000167004	PDIA3	15	44038590	44065477	1	protein_coding	protein disulfide isomerase family A, member 3 [Source:HGNC Symbol;Acc:4606]
11051	ENSG00000167005	NUDT21	16	56463045	56486111	-1	protein_coding	nudix (nucleoside diphosphate linked moiety X)-type motif 21 [Source:HGNC Symbol;Acc:13870]
375607	ENSG00000167011	NAT16	7	100813774	100823557	-1	protein_coding	N-acetyltransferase 16 (GCN5-related, putative) [Source:HGNC Symbol;Acc:22030]
145645	ENSG00000167014	C15orf43	15	45248900	45271427	1	protein_coding	chromosome 15 open reading frame 43 [Source:HGNC Symbol;Acc:28520]
4824	ENSG00000167034	NKX3-1	8	23536206	23540440	-1	protein_coding	NK3 homeobox 1 [Source:HGNC Symbol;Acc:7838]
129049	ENSG00000167037	SGSM1	22	25202236	25323545	1	protein_coding	small G protein signaling modulator 1 [Source:HGNC Symbol;Acc:29410]
150290	ENSG00000167065	DUSP18	22	31048038	31063877	-1	protein_coding	dual specificity phosphatase 18 [Source:HGNC Symbol;Acc:18484]
7008	ENSG00000167074	TEF	22	41763337	41795330	1	protein_coding	thyrotrophic embryonic factor [Source:HGNC Symbol;Acc:11722]
150365	ENSG00000167077	MEI1	22	42095503	42195460	1	protein_coding	meiosis inhibitor 1 [Source:HGNC Symbol;Acc:28613]
124872	ENSG00000167080	B4GALNT2	17	47209822	47247351	1	protein_coding	beta-1,4-N-acetyl-galactosaminyl transferase 2 [Source:HGNC Symbol;Acc:24136]
5090	ENSG00000167081	PBX3	9	128509624	128729656	1	protein_coding	pre-B-cell leukemia homeobox 3 [Source:HGNC Symbol;Acc:8634]
2793	ENSG00000167083	GNGT2	17	47280153	47287936	-1	protein_coding	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2 [Source:HGNC Symbol;Acc:4412]
5245	ENSG00000167085	PHB	17	47481414	47492246	-1	protein_coding	prohibitin [Source:HGNC Symbol;Acc:8912]
6632	ENSG00000167088	SNRPD1	18	19192228	19210417	1	protein_coding	small nuclear ribonucleoprotein D1 polypeptide 16kDa [Source:HGNC Symbol;Acc:11158]
158248	ENSG00000167094	TTC16	9	130478345	130493879	1	protein_coding	tetratricopeptide repeat domain 16 [Source:HGNC Symbol;Acc:26536]
140732	ENSG00000167098	SUN5	20	31571579	31592239	-1	protein_coding	Sad1 and UNC84 domain containing 5 [Source:HGNC Symbol;Acc:16252]
201191	ENSG00000167100	SAMD14	17	48187404	48207246	-1	protein_coding	sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:27312]
138429	ENSG00000167103	PIP5KL1	9	130683158	130693076	-1	protein_coding	phosphatidylinositol-4-phosphate 5-kinase-like 1 [Source:HGNC Symbol;Acc:28711]
128859	ENSG00000167104	BPIFB6	20	31619454	31631853	1	protein_coding	BPI fold containing family B, member 6 [Source:HGNC Symbol;Acc:16504]
162461	ENSG00000167105	TMEM92	17	48348767	48358844	1	protein_coding	transmembrane protein 92 [Source:HGNC Symbol;Acc:26579]
399665	ENSG00000167106	FAM102A	9	130702858	130742792	-1	protein_coding	family with sequence similarity 102, member A [Source:HGNC Symbol;Acc:31419]
80221	ENSG00000167107	ACSF2	17	48503519	48552206	1	protein_coding	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:26101]
2801	ENSG00000167110	GOLGA2	9	131018108	131038274	-1	protein_coding	golgin A2 [Source:HGNC Symbol;Acc:4425]
26995	ENSG00000167112	TRUB2	9	131071382	131085021	-1	protein_coding	TruB pseudouridine (psi) synthase family member 2 [Source:HGNC Symbol;Acc:17170]
51117	ENSG00000167113	COQ4	9	131084815	131096351	1	protein_coding	coenzyme Q4 [Source:HGNC Symbol;Acc:19693]
10999	ENSG00000167114	SLC27A4	9	131102925	131123749	1	protein_coding	solute carrier family 27 (fatty acid transporter), member 4 [Source:HGNC Symbol;Acc:10998]
55018	ENSG00000167117	LINC00483	17	48838390	48844918	-1	processed_transcript	long intergenic non-protein coding RNA 483 [Source:HGNC Symbol;Acc:26080]
81605	ENSG00000167118	URM1	9	131133598	131153015	1	protein_coding	ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:28378]
51148	ENSG00000167123	CERCAM	9	131174030	131199626	1	protein_coding	cerebral endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:23723]
57171	ENSG00000167130	DOLPP1	9	131843379	131852717	1	protein_coding	dolichyldiphosphatase 1 [Source:HGNC Symbol;Acc:29565]
388389	ENSG00000167131	CCDC103	17	42976510	42982758	1	protein_coding	coiled-coil domain containing 103 [Source:HGNC Symbol;Acc:32700]
2021	ENSG00000167136	ENDOG	9	131580753	131584956	1	protein_coding	endonuclease G [Source:HGNC Symbol;Acc:3346]
161514	ENSG00000167139	TBC1D21	15	74165949	74181555	1	protein_coding	TBC1 domain family, member 21 [Source:HGNC Symbol;Acc:28536]
51450	ENSG00000167157	PRRX2	9	132427920	132484875	1	protein_coding	paired related homeobox 2 [Source:HGNC Symbol;Acc:21338]
54578	ENSG00000167165	UGT1A6	2	234600253	234681946	1	protein_coding	UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:HGNC Symbol;Acc:12538]
56905	ENSG00000167173	C15orf39	15	75487984	75504510	1	protein_coding	chromosome 15 open reading frame 39 [Source:HGNC Symbol;Acc:24497]
57611	ENSG00000167178	ISLR2	15	74392652	74430881	1	protein_coding	immunoglobulin superfamily containing leucine-rich repeat 2 [Source:HGNC Symbol;Acc:29286]
6668	ENSG00000167182	SP2	17	45973516	46006323	1	protein_coding	Sp2 transcription factor [Source:HGNC Symbol;Acc:11207]
79170	ENSG00000167183	PRR15L	17	46029333	46035244	-1	protein_coding	proline rich 15-like [Source:HGNC Symbol;Acc:28149]
10229	ENSG00000167186	COQ7	16	19078921	19091417	1	protein_coding	coenzyme Q7 homolog, ubiquinone (yeast) [Source:HGNC Symbol;Acc:2244]
51704	ENSG00000167191	GPRC5B	16	19868616	19897489	-1	protein_coding	G protein-coupled receptor, family C, group 5, member B [Source:HGNC Symbol;Acc:13308]
1398	ENSG00000167193	CRK	17	1323983	1366456	-1	protein_coding	v-crk avian sarcoma virus CT10 oncogene homolog [Source:HGNC Symbol;Acc:2362]
146378	ENSG00000167194	C16orf92	16	30034655	30039057	1	protein_coding	chromosome 16 open reading frame 92 [Source:HGNC Symbol;Acc:26346]
26263	ENSG00000167196	FBXO22	15	76196200	76227609	1	protein_coding	F-box protein 22 [Source:HGNC Symbol;Acc:13593]
23102	ENSG00000167202	TBC1D2B	15	78276378	78370066	-1	protein_coding	TBC1 domain family, member 2B [Source:HGNC Symbol;Acc:29183]
64127	ENSG00000167207	NOD2	16	50727514	50766988	1	protein_coding	nucleotide-binding oligomerization domain containing 2 [Source:HGNC Symbol;Acc:5331]
124460	ENSG00000167208	SNX20	16	50700211	50715264	-1	protein_coding	sorting nexin 20 [Source:HGNC Symbol;Acc:30390]
125336	ENSG00000167210	LOXHD1	18	44056935	44236996	-1	protein_coding	lipoxygenase homology domains 1 [Source:HGNC Symbol;Acc:26521]
83473	ENSG00000167216	KATNAL2	18	44497455	44627658	1	protein_coding	katanin p60 subunit A-like 2 [Source:HGNC Symbol;Acc:25387]
84064	ENSG00000167220	HDHD2	18	44633774	44676891	-1	protein_coding	haloacid dehalogenase-like hydrolase domain containing 2 [Source:HGNC Symbol;Acc:25364]
284099	ENSG00000167230	C17orf78	17	35732928	35749662	1	protein_coding	chromosome 17 open reading frame 78 [Source:HGNC Symbol;Acc:26831]
7644	ENSG00000167232	ZNF91	19	23487793	23578362	-1	protein_coding	zinc finger protein 91 [Source:HGNC Symbol;Acc:13166]
6368	ENSG00000167236	CCL23	17	34340096	34345005	-1	protein_coding	chemokine (C-C motif) ligand 23 [Source:HGNC Symbol;Acc:10622]
3481	ENSG00000167244	IGF2	11	2150342	2170833	-1	protein_coding	insulin-like growth factor 2 (somatomedin A) [Source:HGNC Symbol;Acc:5466]
257160	ENSG00000167257	RNF214	11	117103341	117157161	1	protein_coding	ring finger protein 214 [Source:HGNC Symbol;Acc:25335]
51755	ENSG00000167258	CDK12	17	37617764	37721160	1	protein_coding	cyclin-dependent kinase 12 [Source:HGNC Symbol;Acc:24224]
64174	ENSG00000167261	DPEP2	16	68021297	68034489	-1	protein_coding	dipeptidase 2 [Source:HGNC Symbol;Acc:23028]
54920	ENSG00000167264	DUS2	16	68021649	68113223	1	protein_coding	dihydrouridine synthase 2 [Source:HGNC Symbol;Acc:26014]
51367	ENSG00000167272	POP5	12	121016567	121019201	-1	protein_coding	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae) [Source:HGNC Symbol;Acc:17689]
64772	ENSG00000167280	ENGASE	17	77071021	77084681	1	protein_coding	endo-beta-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:24622]
146713	ENSG00000167281	RBFOX3	17	77085427	77613550	-1	protein_coding	RNA binding protein, fox-1 homolog (C. elegans) 3 [Source:HGNC Symbol;Acc:27097]
10632	ENSG00000167283	ATP5L	11	118271869	118302211	1	protein_coding	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G [Source:HGNC Symbol;Acc:14247]
915	ENSG00000167286	CD3D	11	118209669	118213459	-1	protein_coding	CD3d molecule, delta (CD3-TCR complex) [Source:HGNC Symbol;Acc:1673]
125058	ENSG00000167291	TBC1D16	17	77906142	78009647	-1	protein_coding	TBC1 domain family, member 16 [Source:HGNC Symbol;Acc:28356]
146705	ENSG00000167302	ENTHD2	17	79202077	79212891	-1	protein_coding	ENTH domain containing 2 [Source:HGNC Symbol;Acc:26458]
4645	ENSG00000167306	MYO5B	18	47349183	47721463	-1	protein_coding	myosin VB [Source:HGNC Symbol;Acc:7603]
116969	ENSG00000167311	ART5	11	3659733	3663546	-1	protein_coding	ADP-ribosyltransferase 5 [Source:HGNC Symbol;Acc:24049]
10449	ENSG00000167315	ACAA2	18	47309869	47340330	-1	protein_coding	acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:83]
6786	ENSG00000167323	STIM1	11	3875757	4114439	1	protein_coding	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]
6240	ENSG00000167325	RRM1	11	4115937	4160106	1	protein_coding	ribonucleotide reductase M1 [Source:HGNC Symbol;Acc:10451]
81285	ENSG00000167332	OR51E2	11	4701401	4719084	-1	protein_coding	olfactory receptor, family 51, subfamily E, member 2 [Source:HGNC Symbol;Acc:15195]
55128	ENSG00000167333	TRIM68	11	4619902	4629489	-1	protein_coding	tripartite motif containing 68 [Source:HGNC Symbol;Acc:21161]
56547	ENSG00000167346	MMP26	11	4726157	5013659	1	protein_coding	matrix metallopeptidase 26 [Source:HGNC Symbol;Acc:14249]
282763	ENSG00000167355	AC104389.28	11	5326206	5526882	-1	processed_transcript	
390063	ENSG00000167359	OR51I1	11	5461800	5462744	-1	protein_coding	olfactory receptor, family 51, subfamily I, member 1 [Source:HGNC Symbol;Acc:15200]
390061	ENSG00000167360	OR51Q1	11	5443341	5444436	1	protein_coding	olfactory receptor, family 51, subfamily Q, member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:14851]
64122	ENSG00000167363	FN3K	17	80693451	80709073	1	protein_coding	fructosamine 3 kinase [Source:HGNC Symbol;Acc:24822]
112476	ENSG00000167371	PRRT2	16	29823177	29827201	1	protein_coding	proline-rich transmembrane protein 2 [Source:HGNC Symbol;Acc:30500]
7571	ENSG00000167377	ZNF23	16	71481500	71496998	-1	protein_coding	zinc finger protein 23 [Source:HGNC Symbol;Acc:13023]
126298	ENSG00000167378	IRGQ	19	44088521	44100287	-1	protein_coding	immunity-related GTPase family, Q [Source:HGNC Symbol;Acc:24868]
7769	ENSG00000167380	ZNF226	19	44669226	44682534	1	protein_coding	zinc finger protein 226 [Source:HGNC Symbol;Acc:13019]
7772	ENSG00000167383	ZNF229	19	44921685	44952766	-1	protein_coding	zinc finger protein 229 [Source:HGNC Symbol;Acc:13022]
7733	ENSG00000167384	ZNF180	19	44979854	45004576	-1	protein_coding	zinc finger protein 180 [Source:HGNC Symbol;Acc:12970]
28227	ENSG00000167393	PPP2R3B	X	294698	347690	-1	protein_coding	protein phosphatase 2, regulatory subunit B'', beta [Source:HGNC Symbol;Acc:13417]
79759	ENSG00000167394	ZNF668	16	31072164	31085641	-1	protein_coding	zinc finger protein 668 [Source:HGNC Symbol;Acc:25821]
9726	ENSG00000167395	ZNF646	16	31085743	31095517	1	protein_coding	zinc finger protein 646 [Source:HGNC Symbol;Acc:29004]
79001	ENSG00000167397	VKORC1	16	31102163	31107301	-1	protein_coding	vitamin K epoxide reductase complex, subunit 1 [Source:HGNC Symbol;Acc:23663]
94235	ENSG00000167414	GNG8	19	47137333	47137942	-1	protein_coding	guanine nucleotide binding protein (G protein), gamma 8 [Source:HGNC Symbol;Acc:19664]
4025	ENSG00000167419	LPO	17	56295909	56345879	1	protein_coding	lactoperoxidase [Source:HGNC Symbol;Acc:6678]
762	ENSG00000167434	CA4	17	58227297	58248260	1	protein_coding	carbonic anhydrase IV [Source:HGNC Symbol;Acc:1375]
55181	ENSG00000167447	SMG8	17	57286761	57292608	1	protein_coding	SMG8 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:25551]
7171	ENSG00000167460	TPM4	19	16177831	16213813	1	protein_coding	tropomyosin 4 [Source:HGNC Symbol;Acc:12013]
4218	ENSG00000167461	RAB8A	19	16222439	16245044	1	protein_coding	RAB8A, member RAS oncogene family [Source:HGNC Symbol;Acc:7007]
2879	ENSG00000167468	GPX4	19	1103936	1106787	1	protein_coding	glutathione peroxidase 4 [Source:HGNC Symbol;Acc:4556]
90007	ENSG00000167470	MIDN	19	1248552	1259142	1	protein_coding	midnolin [Source:HGNC Symbol;Acc:16298]
126306	ENSG00000167476	JSRP1	19	2252251	2269758	-1	protein_coding	junctional sarcoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:24963]
199786	ENSG00000167483	FAM129C	19	17634110	17664648	1	protein_coding	family with sequence similarity 129, member C [Source:HGNC Symbol;Acc:24130]
55295	ENSG00000167487	KLHL26	19	18747775	18781309	1	protein_coding	kelch-like family member 26 [Source:HGNC Symbol;Acc:25623]
54815	ENSG00000167491	GATAD2A	19	19496635	19619740	1	protein_coding	GATA zinc finger domain containing 2A [Source:HGNC Symbol;Acc:29989]
4597	ENSG00000167508	MVD	16	88718343	88729569	-1	protein_coding	mevalonate (diphospho) decarboxylase [Source:HGNC Symbol;Acc:7529]
81620	ENSG00000167513	CDT1	16	88869621	88875666	1	protein_coding	chromatin licensing and DNA replication factor 1 [Source:HGNC Symbol;Acc:24576]
51693	ENSG00000167515	TRAPPC2L	16	88922628	88929094	1	protein_coding	trafficking protein particle complex 2-like [Source:HGNC Symbol;Acc:30887]
29123	ENSG00000167522	ANKRD11	16	89334038	89556969	-1	protein_coding	ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:21316]
124045	ENSG00000167523	SPATA33	16	89724210	89737680	1	protein_coding	spermatogenesis associated 33 [Source:HGNC Symbol;Acc:26463]
124923	ENSG00000167524	SGK494	17	26934982	26941218	-1	protein_coding	uncharacterized serine/threonine-protein kinase SgK494  [Source:RefSeq peptide;Acc:NP_001274136]
147011	ENSG00000167525	PROCA1	17	27030215	27038872	-1	protein_coding	protein interacting with cyclin A1 [Source:HGNC Symbol;Acc:28600]
606500	ENSG00000167526	RPL13	16	89627065	89630950	1	protein_coding	ribosomal protein L13 [Source:HGNC Symbol;Acc:10303]
6137	ENSG00000167526	RPL13	16	89627065	89630950	1	protein_coding	ribosomal protein L13 [Source:HGNC Symbol;Acc:10303]
121274	ENSG00000167528	ZNF641	12	48733791	48745197	-1	protein_coding	zinc finger protein 641 [Source:HGNC Symbol;Acc:31834]
3906	ENSG00000167531	LALBA	12	48961467	48963849	-1	protein_coding	lactalbumin, alpha- [Source:HGNC Symbol;Acc:6480]
784	ENSG00000167535	CACNB3	12	49207577	49222724	1	protein_coding	calcium channel, voltage-dependent, beta 3 subunit [Source:HGNC Symbol;Acc:1403]
147015	ENSG00000167536	DHRS13	17	27224799	27230089	-1	protein_coding	dehydrogenase/reductase (SDR family) member 13 [Source:HGNC Symbol;Acc:28326]
90313	ENSG00000167543	TP53I13	17	27893070	27900175	1	protein_coding	tumor protein p53 inducible protein 13 [Source:HGNC Symbol;Acc:25102]
8085	ENSG00000167548	KMT2D	12	49412758	49453557	-1	protein_coding	lysine (K)-specific methyltransferase 2D [Source:HGNC Symbol;Acc:7133]
84940	ENSG00000167549	CORO6	17	27941774	27949925	-1	protein_coding	coronin 6 [Source:HGNC Symbol;Acc:21356]
121268	ENSG00000167550	RHEBL1	12	49458468	49463808	-1	protein_coding	Ras homolog enriched in brain like 1 [Source:HGNC Symbol;Acc:21166]
7846	ENSG00000167552	TUBA1A	12	49578579	49583107	-1	protein_coding	tubulin, alpha 1a [Source:HGNC Symbol;Acc:20766]
84790	ENSG00000167553	TUBA1C	12	49582519	49667114	1	protein_coding	tubulin, alpha 1c [Source:HGNC Symbol;Acc:20768]
162963	ENSG00000167554	ZNF610	19	52839498	52871031	1	protein_coding	zinc finger protein 610 [Source:HGNC Symbol;Acc:26687]
84436	ENSG00000167555	ZNF528	19	52901102	52921665	1	protein_coding	zinc finger protein 528 [Source:HGNC Symbol;Acc:29384]
55762	ENSG00000167562	ZNF701	19	53059075	53090427	1	protein_coding	zinc finger protein 701 [Source:HGNC Symbol;Acc:25597]
29946	ENSG00000167565	SERTAD3	19	40946751	40950612	-1	protein_coding	SERTA domain containing 3 [Source:HGNC Symbol;Acc:17931]
57701	ENSG00000167566	NCKAP5L	12	50184929	50222533	-1	protein_coding	NCK-associated protein 5-like [Source:HGNC Symbol;Acc:29321]
53916	ENSG00000167578	RAB4B	19	41284121	41302847	1	protein_coding	RAB4B, member RAS oncogene family [Source:HGNC Symbol;Acc:9782]
359	ENSG00000167580	AQP2	12	50344524	50352664	1	protein_coding	aquaporin 2 (collecting duct) [Source:HGNC Symbol;Acc:634]
2819	ENSG00000167588	GPD1	12	50497602	50505102	1	protein_coding	glycerol-3-phosphate dehydrogenase 1 (soluble) [Source:HGNC Symbol;Acc:4455]
148137	ENSG00000167595	C19orf55	19	36249044	36261930	1	protein_coding	chromosome 19 open reading frame 55 [Source:HGNC Symbol;Acc:25204]
29785	ENSG00000167600	CYP2S1	19	41698954	41713444	1	protein_coding	cytochrome P450, family 2, subfamily S, polypeptide 1 [Source:HGNC Symbol;Acc:15654]
558	ENSG00000167601	AXL	19	41725108	41767671	1	protein_coding	AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:905]
84807	ENSG00000167604	NFKBID	19	36378555	36393205	-1	protein_coding	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta [Source:HGNC Symbol;Acc:15671]
147798	ENSG00000167608	TMC4	19	54663846	54676944	-1	protein_coding	transmembrane channel-like 4 [Source:HGNC Symbol;Acc:22998]
341405	ENSG00000167612	ANKRD33	12	52281744	52285448	1	protein_coding	ankyrin repeat domain 33 [Source:HGNC Symbol;Acc:13788]
3903	ENSG00000167613	LAIR1	19	54865362	54882165	-1	protein_coding	leukocyte-associated immunoglobulin-like receptor 1 [Source:HGNC Symbol;Acc:6477]
57348	ENSG00000167614	TTYH1	19	54926393	54948080	1	protein_coding	tweety family member 1 [Source:HGNC Symbol;Acc:13476]
114823	ENSG00000167615	LENG8	19	54960065	54973217	1	protein_coding	leukocyte receptor cluster (LRC) member 8 [Source:HGNC Symbol;Acc:15500]
148170	ENSG00000167617	CDC42EP5	19	54976210	54984411	-1	protein_coding	CDC42 effector protein (Rho GTPase binding) 5 [Source:HGNC Symbol;Acc:17408]
3904	ENSG00000167618	LAIR2	19	55009100	55021897	1	protein_coding	leukocyte-associated immunoglobulin-like receptor 2 [Source:HGNC Symbol;Acc:6478]
284339	ENSG00000167619	TMEM145	19	42817477	42829214	1	protein_coding	transmembrane protein 145 [Source:HGNC Symbol;Acc:26912]
116115	ENSG00000167625	ZNF526	19	42724423	42732353	1	protein_coding	zinc finger protein 526 [Source:HGNC Symbol;Acc:29415]
83696	ENSG00000167632	TRAPPC9	8	140742586	141468678	-1	protein_coding	trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:30832]
3812	ENSG00000167633	KIR3DL1	19	55235969	55378448	1	protein_coding	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1 [Source:HGNC Symbol;Acc:6338]
3811	ENSG00000167633	KIR3DL1	19	55235969	55378448	1	protein_coding	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1 [Source:HGNC Symbol;Acc:6338]
199713	ENSG00000167634	NLRP7	19	55434877	55477680	-1	protein_coding	NLR family, pyrin domain containing 7 [Source:HGNC Symbol;Acc:22947]
7705	ENSG00000167635	ZNF146	19	36705504	36729676	1	protein_coding	zinc finger protein 146 [Source:HGNC Symbol;Acc:12931]
284349	ENSG00000167637	ZNF283	19	44331444	44353307	1	protein_coding	zinc finger protein 283 [Source:HGNC Symbol;Acc:13077]
94274	ENSG00000167641	PPP1R14A	19	38741877	38747231	-1	protein_coding	protein phosphatase 1, regulatory (inhibitor) subunit 14A [Source:HGNC Symbol;Acc:14871]
10653	ENSG00000167642	SPINT2	19	38734675	38783254	1	protein_coding	serine peptidase inhibitor, Kunitz type, 2 [Source:HGNC Symbol;Acc:11247]
64073	ENSG00000167644	C19orf33	19	38794801	38795649	1	protein_coding	chromosome 19 open reading frame 33 [Source:HGNC Symbol;Acc:16668]
90522	ENSG00000167645	YIF1B	19	38795753	38807913	-1	protein_coding	Yip1 interacting factor homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:30511]
352909	ENSG00000167646	DNAAF3	19	55670031	55678090	-1	protein_coding	dynein, axonemal, assembly factor 3 [Source:HGNC Symbol;Acc:30492]
8000	ENSG00000167653	PSCA	8	143751726	143764142	1	protein_coding	prostate stem cell antigen [Source:HGNC Symbol;Acc:9500]
85300	ENSG00000167654	ATCAY	19	3879862	3928077	1	protein_coding	ataxia, cerebellar, Cayman type [Source:HGNC Symbol;Acc:779]
8581	ENSG00000167656	LY6D	8	143866296	143868008	-1	protein_coding	lymphocyte antigen 6 complex, locus D [Source:HGNC Symbol;Acc:13348]
693222	ENSG00000167657	DAPK3	19	3958451	3971121	-1	protein_coding	death-associated protein kinase 3 [Source:HGNC Symbol;Acc:2676]
1613	ENSG00000167657	DAPK3	19	3958451	3971121	-1	protein_coding	death-associated protein kinase 3 [Source:HGNC Symbol;Acc:2676]
1938	ENSG00000167658	EEF2	19	3976054	3985467	-1	protein_coding	eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:3214]
126259	ENSG00000167664	TMIGD2	19	4292229	4302428	-1	protein_coding	transmembrane and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:28324]
10036	ENSG00000167670	CHAF1A	19	4402659	4445015	1	protein_coding	chromatin assembly factor 1, subunit A (p150) [Source:HGNC Symbol;Acc:1910]
100616371	ENSG00000167671	UBXN6	19	4444996	4457819	-1	protein_coding	UBX domain protein 6 [Source:HGNC Symbol;Acc:14928]
80700	ENSG00000167671	UBXN6	19	4444996	4457819	-1	protein_coding	UBX domain protein 6 [Source:HGNC Symbol;Acc:14928]
84717	ENSG00000167674	HDGFRP2	19	4472284	4502223	1	protein_coding	Hepatoma-derived growth factor-related protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q7Z4V5]
729359	ENSG00000167676	PLIN4	19	4502204	4517716	-1	protein_coding	perilipin 4 [Source:HGNC Symbol;Acc:29393]
10501	ENSG00000167680	SEMA6B	19	4542600	4559820	-1	protein_coding	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B [Source:HGNC Symbol;Acc:10739]
55311	ENSG00000167685	ZNF444	19	56643968	56672262	1	protein_coding	zinc finger protein 444 [Source:HGNC Symbol;Acc:16052]
64359	ENSG00000167693	NXN	17	702553	883010	-1	protein_coding	nucleoredoxin [Source:HGNC Symbol;Acc:18008]
79850	ENSG00000167695	FAM57A	17	635652	646206	1	protein_coding	family with sequence similarity 57, member A [Source:HGNC Symbol;Acc:29646]
